Path,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Head_X_Acceleration_max_index,Head_Y_Acceleration_max_index,Head_Z_Acceleration_max_index,Max_Z_Acceleration,Min_Z_Acceleration,Max_Z_Acceleration_Index,Min_Z_Acceleration_Index
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=0_pos=initial.txt,RDS,100,-200,0,32.872,7.214,43.1,141,138,80,32.872,-9.098,80,22
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=120_pos=initial.txt,RDS,100,-200,120,480.696,754.188,104.414,127,127,127,480.696,-105.789,127,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=150_pos=initial.txt,RDS,100,-200,150,189.385,438.399,52.672,131,131,131,189.385,-56.59,131,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=180_pos=initial.txt,RDS,100,-200,180,33.286,14.038,62.615,130,130,68,33.286,-10.486,68,28
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=210_pos=initial.txt,RDS,100,-200,210,136.164,187.885,43.535,127,127,129,55.866,-136.164,127,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=240_pos=initial.txt,RDS,100,-200,240,128.25,405.399,16.336,116,119,118,90.762,-128.25,122,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=270_pos=initial.txt,RDS,100,-200,270,163.444,643.042,23.534,107,126,109,126.657,-163.444,112,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=300_pos=initial.txt,RDS,100,-200,300,160.375,413.951,12.602,114,117,116,80.932,-160.375,119,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=30_pos=initial.txt,RDS,100,-200,30,182.059,501.828,53.954,129,128,128,182.059,-51.865,128,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=330_pos=initial.txt,RDS,100,-200,330,74.254,267.251,55.637,128,128,128,74.254,-53.512,128,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=60_pos=initial.txt,RDS,100,-200,60,312.595,570.096,64.755,125,275,124,312.595,-84.248,124,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-200_rot=90_pos=initial.txt,RDS,100,-200,90,408.742,1175.738,128.388,121,121,121,408.742,-175.496,121,144
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=0_pos=initial.txt,RDS,100,-400,0,34.681,20.811,76.712,154,136,80,34.681,-9.526,80,30
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=120_pos=initial.txt,RDS,100,-400,120,316.697,560.353,178.799,126,125,125,316.697,-87.244,125,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=150_pos=initial.txt,RDS,100,-400,150,298.712,674.674,103.098,137,137,137,298.712,-51.822,137,143
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=180_pos=initial.txt,RDS,100,-400,180,27.723,6.841,16.524,224,157,67,27.723,-9.632,67,37
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=210_pos=initial.txt,RDS,100,-400,210,80.232,406.946,128.465,128,128,128,80.232,-70.623,128,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=240_pos=initial.txt,RDS,100,-400,240,122.139,429.164,27.191,121,121,123,68.546,-122.139,147,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=270_pos=initial.txt,RDS,100,-400,270,103.298,629.658,17.537,109,274,116,103.298,-81.967,116,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=300_pos=initial.txt,RDS,100,-400,300,97.62,380.72,51.333,118,116,122,69.464,-97.62,120,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=30_pos=initial.txt,RDS,100,-400,30,319.856,720.705,167.288,130,130,130,319.856,-51.695,130,149
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=330_pos=initial.txt,RDS,100,-400,330,87.617,185.283,25.75,131,160,137,87.617,-40.013,137,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=60_pos=initial.txt,RDS,100,-400,60,436.0,597.701,96.646,133,254,133,436.0,-68.689,133,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=-400_rot=90_pos=initial.txt,RDS,100,-400,90,514.834,1058.581,100.698,128,128,128,514.834,-65.063,128,292
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=0_pos=initial.txt,RDS,100,0,0,36.287,29.864,68.32,132,132,133,36.287,-13.823,133,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=120_pos=initial.txt,RDS,100,0,120,399.254,758.534,66.663,126,272,126,399.254,-90.028,126,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=150_pos=initial.txt,RDS,100,0,150,214.697,717.018,87.128,128,128,128,214.697,-69.904,128,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=180_pos=initial.txt,RDS,100,0,180,32.628,15.309,61.172,130,132,77,32.628,-12.312,77,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=210_pos=initial.txt,RDS,100,0,210,110.025,251.656,64.039,129,128,130,88.169,-110.025,139,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=240_pos=initial.txt,RDS,100,0,240,355.211,663.698,106.343,107,107,109,216.495,-355.211,108,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=270_pos=initial.txt,RDS,100,0,270,288.705,541.344,13.192,104,107,106,65.687,-288.705,117,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=300_pos=initial.txt,RDS,100,0,300,146.808,347.427,15.568,115,121,117,79.525,-146.808,119,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=30_pos=initial.txt,RDS,100,0,30,248.076,733.164,45.465,129,122,129,248.076,-58.419,129,140
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=330_pos=initial.txt,RDS,100,0,330,113.67,267.762,51.527,126,126,128,79.293,-113.67,136,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=60_pos=initial.txt,RDS,100,0,60,514.202,739.837,104.694,125,125,125,514.202,-123.658,125,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=90_pos=initial.txt,RDS,100,0,90,716.759,1139.007,56.636,119,119,119,716.759,-229.227,119,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=0_pos=initial.txt,RDS,100,200,0,30.264,6.527,25.189,143,142,68,30.264,-8.708,68,24
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=120_pos=initial.txt,RDS,100,200,120,372.99,649.986,89.366,128,269,128,372.99,-96.717,128,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=150_pos=initial.txt,RDS,100,200,150,195.861,588.426,62.494,129,129,129,195.861,-32.474,129,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=180_pos=initial.txt,RDS,100,200,180,35.168,5.621,70.049,285,131,79,35.168,-8.626,79,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=210_pos=initial.txt,RDS,100,200,210,96.575,312.336,74.806,129,129,129,96.575,-45.012,129,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=240_pos=initial.txt,RDS,100,200,240,157.68,481.755,33.899,115,119,118,72.36,-157.68,136,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=270_pos=initial.txt,RDS,100,200,270,252.435,759.037,91.386,107,107,110,159.523,-252.435,113,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=300_pos=initial.txt,RDS,100,200,300,168.203,1325.757,730.039,108,108,119,168.203,-159.23,119,112
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=30_pos=initial.txt,RDS,100,200,30,250.481,730.876,49.61,132,127,132,250.481,-49.908,132,142
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=330_pos=initial.txt,RDS,100,200,330,68.66,311.425,45.891,125,125,126,68.66,-40.344,126,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=60_pos=initial.txt,RDS,100,200,60,253.046,672.518,94.02,128,128,128,253.046,-71.089,128,299
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=90_pos=initial.txt,RDS,100,200,90,664.114,1180.825,90.799,122,122,122,664.114,-65.358,122,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=0_pos=initial.txt,RDS,100,400,0,30.383,28.326,32.646,178,178,75,30.383,-9.926,75,28
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=120_pos=initial.txt,RDS,100,400,120,242.845,278.736,103.403,141,141,141,242.845,-130.283,141,143
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=150_pos=initial.txt,RDS,100,400,150,120.41,33.345,19.189,162,146,162,120.41,-10.655,162,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=180_pos=initial.txt,RDS,100,400,180,34.272,38.825,54.692,146,144,82,34.272,-10.476,82,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=210_pos=initial.txt,RDS,100,400,210,111.569,178.849,35.811,137,286,137,111.569,-56.908,137,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=240_pos=initial.txt,RDS,100,400,240,228.006,790.741,170.137,126,126,127,183.615,-228.006,126,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=270_pos=initial.txt,RDS,100,400,270,60.254,362.606,75.502,122,122,115,60.254,-41.824,115,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=300_pos=initial.txt,RDS,100,400,300,77.812,327.822,84.209,121,120,122,77.812,-51.121,122,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=30_pos=initial.txt,RDS,100,400,30,160.283,354.814,113.4,142,142,141,160.283,-30.14,141,151
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=330_pos=initial.txt,RDS,100,400,330,66.705,350.783,155.512,132,132,136,45.525,-66.705,143,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=60_pos=initial.txt,RDS,100,400,60,272.202,518.772,147.553,132,132,132,272.202,-30.323,132,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=90_pos=initial.txt,RDS,100,400,90,390.596,449.292,23.301,128,129,127,390.596,-70.34,127,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=0_pos=initial.txt,RDS,20,-200,0,34.109,10.28,31.134,142,161,79,34.109,-10.089,79,22
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=120_pos=initial.txt,RDS,20,-200,120,368.938,579.774,144.034,127,127,127,368.938,-94.145,127,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=150_pos=initial.txt,RDS,20,-200,150,202.949,522.522,64.15,133,133,133,202.949,-58.917,133,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=180_pos=initial.txt,RDS,20,-200,180,31.426,17.811,21.354,141,149,72,31.426,-8.463,72,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=210_pos=initial.txt,RDS,20,-200,210,59.213,217.417,41.633,127,126,127,59.213,-37.273,127,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=240_pos=initial.txt,RDS,20,-200,240,248.981,573.108,29.661,114,114,118,167.21,-248.981,120,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=270_pos=initial.txt,RDS,20,-200,270,154.613,628.776,16.542,106,275,108,120.932,-154.613,111,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=300_pos=initial.txt,RDS,20,-200,300,183.997,577.937,31.906,111,116,115,93.038,-183.997,117,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=30_pos=initial.txt,RDS,20,-200,30,188.2,584.71,67.357,130,130,130,188.2,-85.809,130,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=330_pos=initial.txt,RDS,20,-200,330,135.283,244.691,75.644,128,128,130,81.587,-135.283,129,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=60_pos=initial.txt,RDS,20,-200,60,323.463,924.692,173.119,126,126,126,323.463,-105.805,126,149
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=90_pos=initial.txt,RDS,20,-200,90,328.229,881.421,24.092,121,120,121,328.229,-85.624,121,144
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=0_pos=initial.txt,RDS,20,-400,0,32.683,25.447,48.879,296,140,79,32.683,-14.044,79,261
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=120_pos=initial.txt,RDS,20,-400,120,299.268,627.887,222.757,129,129,129,299.268,-58.011,129,149
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=150_pos=initial.txt,RDS,20,-400,150,246.615,410.485,41.939,138,132,139,246.615,-20.362,139,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=180_pos=initial.txt,RDS,20,-400,180,27.555,16.833,22.317,161,162,74,27.555,-14.323,74,231
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=210_pos=initial.txt,RDS,20,-400,210,85.666,558.636,225.692,128,128,131,71.72,-85.666,128,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=240_pos=initial.txt,RDS,20,-400,240,108.436,319.605,20.465,121,132,123,83.912,-108.436,126,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=270_pos=initial.txt,RDS,20,-400,270,119.176,716.094,95.262,110,110,117,119.176,-60.233,117,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=300_pos=initial.txt,RDS,20,-400,300,319.153,936.346,57.684,109,109,109,108.372,-319.153,117,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=30_pos=initial.txt,RDS,20,-400,30,302.619,612.491,111.18,129,129,129,302.619,-71.615,129,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=330_pos=initial.txt,RDS,20,-400,330,76.308,213.143,23.331,133,125,133,76.308,-27.337,133,161
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=60_pos=initial.txt,RDS,20,-400,60,384.545,421.181,16.817,130,131,129,384.545,-104.321,129,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=90_pos=initial.txt,RDS,20,-400,90,693.312,748.583,192.566,118,118,118,693.312,-96.806,118,139
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=0_pos=initial.txt,RDS,20,0,0,34.342,12.548,61.147,140,141,72,34.342,-16.042,72,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=120_pos=initial.txt,RDS,20,0,120,477.231,1057.841,144.688,127,127,127,477.231,-110.912,127,146
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=150_pos=initial.txt,RDS,20,0,150,236.693,778.395,85.024,130,130,130,236.693,-64.269,130,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=180_pos=initial.txt,RDS,20,0,180,33.101,11.605,59.361,139,140,75,33.101,-10.733,75,27
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=210_pos=initial.txt,RDS,20,0,210,96.815,261.549,79.34,129,129,130,76.008,-96.815,129,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=240_pos=initial.txt,RDS,20,0,240,271.261,450.208,14.619,113,120,116,90.127,-271.261,118,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=270_pos=initial.txt,RDS,20,0,270,246.963,526.655,8.346,108,115,110,74.834,-246.963,112,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=300_pos=initial.txt,RDS,20,0,300,174.029,445.123,19.12,114,116,117,77.409,-174.029,119,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=30_pos=initial.txt,RDS,20,0,30,192.762,469.636,46.111,130,127,130,192.762,-47.949,130,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=330_pos=initial.txt,RDS,20,0,330,74.135,189.572,25.518,125,125,133,74.135,-43.99,133,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=60_pos=initial.txt,RDS,20,0,60,289.774,668.405,108.808,127,127,127,289.774,-55.591,127,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=90_pos=initial.txt,RDS,20,0,90,631.705,1080.705,50.569,120,120,120,631.705,-95.596,120,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=0_pos=initial.txt,RDS,20,200,0,30.721,23.838,47.787,136,134,135,30.721,-9.025,135,24
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=120_pos=initial.txt,RDS,20,200,120,290.288,587.117,17.03,130,126,130,290.288,-72.159,130,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=150_pos=initial.txt,RDS,20,200,150,173.329,526.307,66.571,129,128,129,173.329,-49.977,129,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=180_pos=initial.txt,RDS,20,200,180,32.359,12.003,50.8,136,138,81,32.359,-9.485,81,23
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=210_pos=initial.txt,RDS,20,200,210,127.26,286.256,51.432,128,128,130,92.058,-127.26,129,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=240_pos=initial.txt,RDS,20,200,240,281.073,642.846,42.75,109,111,112,184.704,-281.073,115,112
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=270_pos=initial.txt,RDS,20,200,270,412.663,847.39,66.122,104,104,106,211.849,-412.663,108,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=300_pos=initial.txt,RDS,20,200,300,178.758,399.217,12.927,118,170,120,94.709,-178.758,137,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=30_pos=initial.txt,RDS,20,200,30,243.92,793.116,70.471,133,133,133,243.92,-84.806,133,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=330_pos=initial.txt,RDS,20,200,330,64.536,264.418,31.771,125,125,125,64.536,-29.494,125,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=60_pos=initial.txt,RDS,20,200,60,275.51,543.098,102.738,125,126,125,275.51,-80.696,125,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=90_pos=initial.txt,RDS,20,200,90,521.671,965.804,55.46,123,123,123,521.671,-59.227,123,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=0_pos=initial.txt,RDS,20,400,0,30.07,19.338,28.45,184,183,73,30.07,-10.128,73,270
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=120_pos=initial.txt,RDS,20,400,120,234.561,248.908,104.009,142,142,142,234.561,-35.56,142,145
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=150_pos=initial.txt,RDS,20,400,150,117.15,57.22,42.711,154,154,153,117.15,-16.56,153,158
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=180_pos=initial.txt,RDS,20,400,180,33.828,33.74,39.706,149,149,80,33.828,-12.793,80,284
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=210_pos=initial.txt,RDS,20,400,210,73.283,115.274,31.445,129,127,137,73.283,-51.008,137,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=240_pos=initial.txt,RDS,20,400,240,90.181,335.185,45.388,125,126,129,90.181,-76.41,129,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=270_pos=initial.txt,RDS,20,400,270,55.122,280.511,45.122,121,121,129,55.122,-44.944,129,157
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=300_pos=initial.txt,RDS,20,400,300,102.868,297.659,36.879,127,144,148,102.868,-76.962,148,140
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=30_pos=initial.txt,RDS,20,400,30,205.126,606.032,89.151,144,144,143,205.126,-41.973,143,155
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=330_pos=initial.txt,RDS,20,400,330,51.947,394.887,180.543,132,132,144,51.947,-40.878,144,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=60_pos=initial.txt,RDS,20,400,60,444.926,666.519,251.506,130,130,130,444.926,-46.596,130,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=90_pos=initial.txt,RDS,20,400,90,319.357,478.317,33.47,130,130,130,319.357,-48.654,130,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=0_pos=initial.txt,RDS,40,-200,0,33.94,10.436,45.652,147,152,80,33.94,-11.782,80,22
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=120_pos=initial.txt,RDS,40,-200,120,428.742,637.179,114.864,127,127,127,428.742,-98.863,127,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=150_pos=initial.txt,RDS,40,-200,150,200.664,569.093,78.706,132,132,132,200.664,-60.949,132,142
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=180_pos=initial.txt,RDS,40,-200,180,33.344,22.154,65.067,135,132,69,33.344,-7.769,69,22
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=210_pos=initial.txt,RDS,40,-200,210,83.256,234.621,53.282,126,125,128,57.206,-83.256,126,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=240_pos=initial.txt,RDS,40,-200,240,110.123,350.348,21.336,119,277,121,96.32,-110.123,153,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=270_pos=initial.txt,RDS,40,-200,270,261.613,642.415,46.451,106,106,109,159.21,-261.613,112,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=300_pos=initial.txt,RDS,40,-200,300,116.962,349.595,39.26,117,147,135,94.004,-116.962,122,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=30_pos=initial.txt,RDS,40,-200,30,216.361,460.283,51.794,129,129,129,216.361,-63.742,129,145
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=330_pos=initial.txt,RDS,40,-200,330,85.557,203.889,56.227,133,133,133,85.557,-37.794,133,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=60_pos=initial.txt,RDS,40,-200,60,313.837,542.716,95.053,125,280,125,313.837,-57.062,125,283
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=90_pos=initial.txt,RDS,40,-200,90,421.221,759.376,28.616,121,121,121,421.221,-89.311,121,126
